Site,Cost 19/20 (Electric),Consumption 19/20 (Electric),Cost 18/19 (Electric),Consumption 18/19 (Electric),Cost 19/20 (Gas),Consumption 19/20 (Gas),Cost 18/19 (Gas) ,Consumption 18/19 (Gas),Total Cost 19/20,Total Consumption 19/20,"CO2e
(grams)",,,,CO2 Conversion factors,
Independent Living Project - 83 Scott Hall Grove  ,"£3,047.04",16243.9,"£3,368.88",19444.8,"£2,540.46",70162.15,"£2,469.74",65767.11,"£5,587.50",86406.05,"4,670.91",,,,,
Independent Living Project - 85 Scott Hall Grove  ,"£4,350.89",23316.4,"£4,679.93",27689.9,"£2,850.13",83856.45,"£2,899.15",87378.17,"£7,201.02",107172.85,"6,541.90",,,,,
Independent Living Project - 9 Cottingley Court  ,£522.33,2842.4,£278.62,1074.6,,,,,£522.33,2842.4,726.52,,,,,
Independent Living Project - Beechwood Supported Living  ,£581.13,2998,£662.91,3990.3,"£1,004.47",19780.21,"£1,665.66",53778.15,"£1,585.60",22778.21,971.48,,,,,
Independent Living Project - Flat 1  Bewerley Croft  ,"£1,309.97",8491.6,"£1,377.34",9205.3,£317.14,8147.65,£273.89,6206.33,"£1,627.11",16639.25,"2,235.24",,,,,
Independent Living Project - Flat 12 Bewerley Croft  ,£930.95,5376.2,£961.14,6016.3,£207.67,816.4,£202.66,767.83,"£1,138.62",6192.6,"1,416.58",,,,,
Independent Living Project - Flat 14 Bewerley Croft  ,£402.96,1850.6,£320.29,1395.7,£222.26,7125.31,£232.10,7214.04,£625.22,8975.91,518.42,,,,,
Independent Living Project - Flat 3 Delph View  ,£957.07,5693.9,£881.25,5547.4,£254.24,8268.74,£259.09,7876.13,"£1,211.31",13962.64,"1,507.30",,,,,
Independent Living Project - Flat 4  Bewerley Croft  ,£428.98,2013.5,£477.35,2535,£303.66,10906.45,£275.02,9281.83,£732.64,12919.95,576.68,,,,,
Independent Living Project - Flat 4 Albert Court  ,£991.44,5798.8,£995.82,6310.6,£181.18,4372.44,£207.85,5060.75,"£1,172.62",10171.24,"1,519.18",,,,,
Independent Living Project - Flat 6  Bewerley Croft  ,£294.80,1097,£398.91,2074.6,£332.40,11314.91,£357.69,13650.63,£627.20,12411.91,348.30,,,,,
"Independent Living Project - Flat 6, 7 Joseph Street  ",£694.10,3820.1,£684.32,4032.8,£198.77,5576.46,£219.60,6363.37,£892.87,9396.56,"1,017.02",,,,,
Independent Living Project - Flat 9 Holmsley Green  ,"£1,011.60",6069.6,"£1,003.09",6368.8,£266.26,4572.4,£244.66,3258.73,"£1,277.86",10642,"1,605.78",,,,,
Independent Living Project - Landlords Supply - Bewerley Croft  ,£569.44,2986.6,£541.20,2813.4,£275.21,9497.97,£263.79,6343.14,£844.65,12484.57,819.59,,,,,
Independent Living Project - Landlords Supply & Communal Lounge - Spen Croft  ,£613.66,3238.3,£671.08,4055.3,£390.96,13057.79,£393.45,12083.46,"£1,004.62",16296.09,907.57,,,,,
Independent Living Project - Outreach Supported Living - 47 All Saints Circle  ,£23.58,163.9,£0.00,0,£22.00,396.69,£0.00,0,£45.58,560.59,46.39,,,,,
Independent Living Project - Spen Croft - Flat A  ,£371.17,1655.6,£346.65,1669.6,£364.11,13330.76,£433.48,15513.95,£735.28,14986.36,497.55,,,,,
Independent Living Project - Spen Croft - Flat B  ,£431.71,2039.2,£435.29,2362,£333.94,11348.1,£347.93,11136.53,£765.65,13387.3,589.44,,,,,
Independent Living Project - Spen Croft - Flat C  ,£372.77,1672.7,£358.67,1753.6,£410.45,14551.47,£428.38,14270.18,£783.22,16224.17,511.39,,,,,
Independent Living Project - Spen Croft - Flat F  ,,,,,£178.88,4861.82,£222.93,6735.67,£178.88,4861.82,36.54,,,,,
Independent Living Project - Spen Croft - Flat K  ,£537.46,2798.6,£323.55,1460.5,£180.40,4702.81,£185.82,4621.38,£717.86,7501.41,752.17,,,,,
Independent Living Project - Supported Living - 25 Wesley Street  ,£870.92,5152.1,£856.18,5375.4,£393.70,9625.14,"£1,013.97",38295.85,"£1,264.62",14777.24,"1,397.30",,,,,
Independent Living Project - Supported Living - 27 Wesley Street  ,£902.38,5264.1,£870.60,5536.4,£526.82,18151.93,£740.90,26844.44,"£1,429.20",23416.03,"1,453.12",,,,,
Kirkgate Market - Cafe A  ,"£4,504.79",24621.9,"£6,217.25",37329.4,,,,,"£4,504.79",24621.9,"6,293.36",,,,,
Kirkgate Market - Cafe B  ,"£4,835.09",26816.5,"£4,514.48",26765.2,,,,,"£4,835.09",26816.5,"6,854.30",,,,,
Kirkgate Market - Cafe C  ,"£1,711.78",9993,"£1,628.72",10333.1,,,,,"£1,711.78",9993,"2,554.21",,,,,
Kirkgate Market - Cafe D  ,"£2,730.36",14806.1,"£2,532.91",14662.7,,,,,"£2,730.36",14806.1,"3,784.44",,,,,
Kirkgate Market - Cafe E  ,"£3,014.59",18429.6,"£2,977.92",17689.6,,,,,"£3,014.59",18429.6,"4,710.61",,,,,
Kirkgate Market - Cafe F  ,"£3,174.73",19528.2,"£2,955.35",17321.2,,,,,"£3,174.73",19528.2,"4,991.41",,,,,
Kirkgate Market - Cafe G  ,"£6,649.52",37167.4,"£6,128.21",36825.7,,,,,"£6,649.52",37167.4,"9,499.99",,,,,
Kirkgate Market - Cafe H  ,"£7,995.33",45083.3,"£7,485.94",45080.9,,,,,"£7,995.33",45083.3,"11,523.29",,,,,
Kirkgate Market - Cafe I  ,"£1,215.91",7503.5,"£1,207.51",7906.2,,,,,"£1,215.91",7503.5,"1,917.89",,,,,
Kirkgate Market - Cafe J  ,"£5,852.59",29413.2,£0.00,0,,,,,"£5,852.59",29413.2,"7,518.01",,,,,
Kirkgate Market - Cafe K  ,"£4,361.92",24725.4,£0.00,0,,,,,"£4,361.92",24725.4,"6,319.81",,,,,
Kirkgate Market - Cafe L  ,"£1,057.06",5759.5,£0.00,0,,,,,"£1,057.06",5759.5,"1,472.13",,,,,
"Kirkgate Market - Unit 1, Stall 30. Meat, Fish & Game Row  ",£721.89,4186.4,£812.20,4913.3,,,,,£721.89,4186.4,"1,070.04",,,,,
"Kirkgate Market - Unit 10, Stall 29A. Meat Fish and Game Row  ",£525.83,2706.6,£505.37,2768.6,,,,,£525.83,2706.6,691.81,,,,,
"Kirkgate Market - Unit 11, Stall 28. Meat, Fish & Game Row  ",£898.60,5357.1,£899.01,5678.7,,,,,£898.60,5357.1,"1,369.27",,,,,
"Kirkgate Market - Unit 12, Stall 225. Meat, Fish & Game Row  ","£2,657.96",14364.8,"£2,477.16",14449.9,,,,,"£2,657.96",14364.8,"3,671.64",,,,,
"Kirkgate Market - Unit 13, Stall 227. Meat, Fish & Game Row  ",£399.22,1971.7,£394.84,1877.9,,,,,£399.22,1971.7,503.97,,,,,
"Kirkgate Market - Unit 14, Stall 277, 279 & 281. Meat, Fish & Game Row  ","£19,587.43",132222.5,"£18,733.26",131204.1,,,,,"£19,587.43",132222.5,"33,796.07",,,,,
"Kirkgate Market - Unit 15, Stall BS1 Row 2. Meat, Fish & Game Row  ",£463.91,2281.4,£344.48,1614.1,,,,,£463.91,2281.4,583.13,,,,,
"Kirkgate Market - Unit 16, Stall BS2 - BS3. Meat, Fish & Game Row  ","£9,185.13",51639.5,"£8,724.14",52924.3,,,,,"£9,185.13",51639.5,"13,199.06",,,,,
"Kirkgate Market - Unit 17, Stall BS4B. Meat, Fish & Game Row  ","£2,622.29",14278.5,£722.88,3969.4,,,,,"£2,622.29",14278.5,"3,649.58",,,,,
"Kirkgate Market - Unit 18, Stall BS4A. Meat, Fish & Game Row   ","£1,675.89",10740.8,"£1,731.22",11465.4,,,,,"£1,675.89",10740.8,"2,745.35",,,,,
"Kirkgate Market - Unit 19, Stall 27A & 27B. Meat, Fish & Game Row  ","£7,758.55",43717.5,"£7,486.71",45157.1,,,,,"£7,758.55",43717.5,"11,174.19",,,,,
"Kirkgate Market - Unit 2, Stall 231. Meat, Fish & Game Row  ","£1,341.08",8100.6,"£1,035.02",6784.7,,,,,"£1,341.08",8100.6,"2,070.51",,,,,
"Kirkgate Market - Unit 20, Stall 319. Meat, Fish & Game Row  ","£7,189.88",40384.1,"£6,352.11",38222.8,,,,,"£7,189.88",40384.1,"10,322.18",,,,,
"Kirkgate Market - Unit 21, Stall 320. Meat, Fish & Game Row  ","£2,867.79",15661,"£2,901.89",16955.9,,,,,"£2,867.79",15661,"4,002.95",,,,,
"Kirkgate Market - Unit 22, Stall 322 & 323. Meat, Fish & Game Row  ","£3,609.65",19934.3,"£3,353.36",19732.5,,,,,"£3,609.65",19934.3,"5,095.21",,,,,
"Kirkgate Market - Unit 23, Stall 324 & 325. Meat, Fish & Game Row  ","£1,322.26",6936.9,£123.74,91.5,,,,,"£1,322.26",6936.9,"1,773.07",,,,,
"Kirkgate Market - Unit 24, Stall 326 & 327. Meat, Fish & Game Row   ",£986.55,5049.7,£133.10,49.5,,,,,£986.55,5049.7,"1,290.70",,,,,
"Kirkgate Market - Unit 25, Stall 328, 329, 330 & 331. Meat, Fish & Game Row   ","£2,371.88",13244,£264.68,1028.5,,,,,"£2,371.88",13244,"3,385.17",,,,,
"Kirkgate Market - Unit 26, Stall 7. Meat, Fish & Game Row  ","£1,187.86",6814.7,"£1,430.29",8621.2,,,,,"£1,187.86",6814.7,"1,741.84",,,,,
"Kirkgate Market - Unit 27, Stall 321. Meat, Fish & Game Row  ","£2,894.35",15695.7,"£2,786.90",16286.6,,,,,"£2,894.35",15695.7,"4,011.82",,,,,
"Kirkgate Market - Unit 3, Stall 233. Meat, Fish & Game   ","£3,764.57",20804,"£3,423.97",20274.3,,,,,"£3,764.57",20804,"5,317.50",,,,,
"Kirkgate Market - Unit 4, Stall 29. Meat, Fish & Game Row  ","£6,968.14",39318.3,"£7,425.06",44802.4,,,,,"£6,968.14",39318.3,"10,049.76",,,,,
"Kirkgate Market - Unit 5, Stall 226. Meat, Fish & Game Row   ",£222.56,630.2,£210.23,586.7,,,,,£222.56,630.2,161.08,,,,,
"Kirkgate Market - Unit 6, Stall 228. Meat, Fish & Game Row  ",£251.16,814,£249.32,900.4,,,,,£251.16,814,208.06,,,,,
"Kirkgate Market - Unit 7, Stall 278. Meat, Fish & Game Row   ",£364.29,1724.4,£275.44,1061.2,,,,,£364.29,1724.4,440.76,,,,,
"Kirkgate Market - Unit 8, Stall 280. Meat, Fish & Game Row  ",£347.44,1516,£172.06,334,,,,,£347.44,1516,387.49,,,,,
"Kirkgate Market - Unit 9, Stall 282. Row 2  ",£703.35,3906,£218.55,652,,,,,£703.35,3906,998.37,,,,,
Landlord's Supply - Commercial - Abbey Mills  ,"£1,118.41",5171.8,"£1,153.31",5900,,,,,"£1,118.41",5171.8,"1,321.91",,,,,
Landlords Supply - Commercial - Ashfield Works Communal Facilities  ,£206.19,638.3,£216.24,736.4,,,,,£206.19,638.3,163.15,,,,,
Landlords Supply - Commercial - Ashton Road Light Industrial Estate Communal Area  ,"£1,085.72",6597.5,"£1,442.49",9162.8,,,,,"£1,085.72",6597.5,"1,686.32",,,,,
Landlords Supply - Commercial - Barkston House  ,"£18,858.87",120769.4,"£19,392.78",127648.8,,,,,"£18,858.87",120769.4,"30,868.66",,,,,
Landlords Supply - Commercial - Cottingley Precinct  ,"£5,132.34",28481.9,"£4,843.27",29253.3,,,,,"£5,132.34",28481.9,"7,279.97",,,,,
Landlords Supply - Commercial - Cottingley Springs Travellers Site  ,"£2,699.42",15124.2,"£1,557.87",9448.4,,,,,"£2,699.42",15124.2,"3,865.75",,,,,
Landlords Supply - Commercial - Cross Lane Industrial Estate  ,"£1,262.79",7116,£799.96,4963.7,,,,,"£1,262.79",7116,"1,818.85",,,,,
Landlords Supply - Commercial - Croydon House  ,"£4,649.63",29583.5,"£5,650.18",36352.4,,,,,"£4,649.63",29583.5,"7,561.54",,,,,
Landlords Supply - Commercial - Gotts Park Golf Club  ,"£4,814.77",28804.7,"£5,628.20",36788.5,"£6,243.49",179376.55,"£5,850.59",162654.25,"£11,058.26",208181.25,"8,637.90",,,,,
Landlords Supply - Commercial - Kirkgate Market  ,"£152,704.95",956808,"£140,339.37",914904.5,,,,,"£152,704.95",956808,"244,560.12",,,,,
Landlords Supply - Commercial - Kirkgate Market Trader Pillar - Briggate & Commercial Street  ,£786.75,4356.6,£340.74,1655.1,,,,,£786.75,4356.6,"1,113.55",,,,,
Landlords Supply - Commercial - Ledston Luck Enterprise Park  ,"£5,780.88",33254.8,"£5,572.86",34110.5,,,,,"£5,780.88",33254.8,"8,499.93",,,,,
Landlords Supply - Commercial - Leodis Court  ,"£2,113.59",12358.9,"£1,420.57",8996.2,,,,,"£2,113.59",12358.9,"3,158.93",,,,,
Landlords Supply - Commercial - Moorside Maltings  ,"£1,661.70",9852.7,"£1,778.16",11017.8,,,,,"£1,661.70",9852.7,"2,518.35",,,,,
Landlords Supply - Commercial - St Anns Mill  ,"£2,682.34",14581.5,"£2,852.50",14595.3,,,,,"£2,682.34",14581.5,"3,727.03",,,,,
Landlords Supply - Commercial - The Idas  ,£866.72,5170.7,£761.46,4753.3,,,,,£866.72,5170.7,"1,321.63",,,,,
Landlords Supply - Commercial - Theaker Lane Industrial Units  ,"£3,115.73",16913.2,"£2,883.48",16914.8,,,,,"£3,115.73",16913.2,"4,323.01",,,,,
Landlords Supply - Commercial - Westminster Buildings  ,"£7,508.11",41487.8,"£6,463.79",38690.3,"£4,611.03",135408.77,"£5,073.62",135581.77,"£12,119.14",176896.57,"11,546.22",,,,,
Landlords Supply - Commercial - Woodhouse Lane Multistorey Car Park  ,"£93,531.35",562771.3,"£74,382.00",491528.8,,,,,"£93,531.35",562771.3,"143,844.34",,,,,
Leisure Centre - Dry - Garforth Squash & Leisure Centre  ,"£18,001.97",98145.2,"£16,627.83",89178.3,"£10,717.44",328219.62,"£9,768.52",296275.06,"£28,719.41",426364.82,"27,275.27",,,,,
Leisure Centre - Dry - Mandela Centre Sports Hall  ,"£6,255.78",34444.8,"£5,895.79",37967,,,,,"£6,255.78",34444.8,"8,804.09",,,,,
Leisure Centre - Dry - Middleton Leisure Centre  ,"£27,788.44",153048.3,"£25,914.54",148536.9,"£18,930.67",573499.95,"£19,925.23",597946.1,"£46,719.11",726548.25,"42,986.30",,,,,
Leisure Centre - Wet - Aireborough Leisure Centre  ,"£58,812.84",377030.3,"£28,824.08",198822.5,"£15,167.57",460238.81,"£19,754.69",432410.18,"£73,980.41",837269.11,"99,467.38",,,,,
Leisure Centre - Wet - Fearnville Sports Centre  ,"£65,627.90",397184.6,"£67,803.76",434505.7,"£49,105.90",1627534.98,"£46,517.84",1590363.12,"£114,733.80",2024719.58,"111,551.74",,,,,
Leisure Centre - Wet - John Charles Centre for Sport   ,"£387,172.29",2446294.7,"£328,822.16",2230818.8,"£177,234.76",5891938.34,"£230,758.27",8353346.69,"£564,407.05",8338233.04,"661,478.44",,,,,
Leisure Centre - Wet - John Smeaton Leisure Centre  ,"£77,308.77",453821.6,"£75,126.13",459534.3,"£32,411.84",1091785.07,"£32,542.87",1103419.86,"£109,720.61",1545606.67,"122,617.89",,,,,
Leisure Centre - Wet - Kippax Leisure Centre  ,"£49,933.26",311727.1,"£51,179.56",335541.5,"£44,870.17",1548207.44,"£40,149.75",1358361.9,"£94,803.43",1859934.54,"88,843.53",,,,,
Leisure Centre - Wet - Kirkstall Leisure Centre  ,"£41,291.16",286336.6,"£35,881.35",216707.4,"£38,706.52",1319877.16,"£32,735.98",1077386.65,"£79,997.68",1606213.76,"81,094.60",,,,,
Leisure Centre - Wet - Pudsey Leisure Centre  ,"£59,245.83",364117.2,"£55,861.17",359008.5,"£38,495.99",1347336.27,"£35,193.11",1202113.4,"£97,741.82",1711453.47,"100,932.32",,,,,
Leisure Centre - Wet - Rothwell Leisure Centre  ,"£99,633.01",622413.2,"£93,180.65",585432.2,"£48,796.55",1551069,"£67,090.91",2122861.04,"£148,429.56",2173482.2,"169,056.97",,,,,
Leisure Centre - Wet - Scott Hall Leisure Centre  ,"£59,188.19",371239.4,"£59,589.66",385376.6,"£50,247.40",1768578.93,"£46,879.63",1611626.63,"£109,435.59",2139818.33,"105,153.33",,,,,
Leisure Centre - Wet - Wetherby Leisure Centre  ,"£31,402.80",190950.3,"£35,802.66",224298.3,"£41,351.27",1333209.51,"£47,375.11",1663632.52,"£72,754.07",1524159.81,"57,254.13",,,,,
Leisure Centres - PFI - Wet - Armley Leisure Centre  ,"£91,670.07",544116.6,"£30,255.86",190350.6,"£39,567.86",1309294.4,"£17,067.67",513035.3,"£131,237.93",1853411,"147,159.13",,,,,
Leisure Centres - PFI - Wet - Holt Park Active  ,"£131,154.80",788815.6,"£43,514.06",275002.1,"£49,385.36",1572461.65,"£22,124.74",661139.34,"£180,540.16",2361277.25,"211,709.71",,,,,
Leisure Centres - PFI - Wet - Morley New Leaf   ,"£164,050.03",961831.4,"£52,499.53",327877,"£42,631.10",1421237.53,"£18,365.51",570108.28,"£206,681.13",2383068.93,"254,552.79",,,,,
Library - Ardsley Tingley  ,£885.81,5238.1,£847.76,5335.5,£450.52,11120.05,£756.28,23712.53,"£1,336.33",16358.15,"1,430.89",,,,,
Library - Beeston  ,"£4,284.72",23613.4,"£3,967.79",23779.7,"£1,272.56",37174.51,"£1,150.39",32174.26,"£5,557.28",60787.91,"6,295.54",,,,,
Library - Boston Spa Branch  ,£937.60,5552,£877.26,5525.2,"£1,061.04",35329.26,"£1,109.64",36037.72,"£1,998.64",40881.26,"1,635.84",,,,,
Library - Bramley  ,"£3,046.69",16366.9,"£2,680.43",16014.5,"£3,853.26",108228.66,"£4,930.10",129017.12,"£6,899.95",124595.56,"4,970.52",,,,,
Library - Calverley  ,"£12,058.80",83898.2,"£10,131.96",79066.9,,,,,"£12,058.80",83898.2,"21,444.38",,,,,
Library - Chapel Allerton  ,"£1,920.38",11093,"£1,909.53",11774.9,"£2,454.80",63346.85,"£2,327.30",58608.9,"£4,375.18",74439.85,"3,336.84",,,,,
Library - Crossgates  ,"£9,695.29",54349.8,"£8,673.86",52755.2,"£6,506.65",202073.79,"£6,547.28",189767.71,"£16,201.94",256423.59,"15,220.99",,,,,
Library - Farsley  ,"£1,442.51",9038.7,"£1,267.16",8555.5,£896.70,29557.34,£885.34,28382.54,"£2,339.21",38596.04,"2,493.47",,,,,
Library - Garforth  ,"£22,053.76",127726,"£20,651.60",127494.1,,,,,"£22,053.76",127726,"32,646.77",,,,,
Library - Gildersome Library  Meeting Hall  ,"£1,427.53",8997.7,"£1,353.03",9147,"£2,997.68",91166.04,"£2,396.97",68666.66,"£4,425.21",100163.74,"2,912.18",,,,,
Library - Guiseley  ,"£2,342.72",13068.9,"£2,032.33",12588.3,"£1,301.26",22509.18,"£2,382.52",62979.39,"£3,643.98",35578.08,"3,606.23",,,,,
Library - Halton  ,"£3,920.90",21580.7,"£3,564.25",21260.7,£769.44,26228.32,£856.86,24191.59,"£4,690.34",47809.02,"5,673.21",,,,,
Library - Headingley  ,"£4,265.71",23488.7,"£2,976.00",17597.4,,,,,"£4,265.71",23488.7,"6,003.71",,,,,
Library - Horsforth Library  Mechanics Institute  ,"£11,965.42",79757.3,"£12,476.91",87410.4,,,,,"£11,965.42",79757.3,"20,385.97",,,,,
Library - Kippax Branch  ,"£3,539.39",19240.9,"£3,263.26",19344.4,"£2,112.77",60722.45,"£2,153.11",61439.7,"£5,652.16",79963.35,"5,349.57",,,,,
Library - Kirkstall  ,£121.13,0,£116.61,0,,,,,£121.13,0,0.00,,,,,
Library - Methley  ,£650.77,1934.9,£124.69,37.7,,,,,£650.77,1934.9,494.56,,,,,
Library - Moor Allerton  ,"£9,247.67",51973.9,"£8,509.92",51724.8,"£5,338.32",158425.31,"£5,948.02",188517.14,"£14,585.99",210399.21,"14,375.04",,,,,
Library - Morley  ,"£7,782.01",43823.9,"£6,613.65",40010,"£6,478.02",188231.47,"£5,767.74",163701.64,"£14,260.03",232055.37,"12,524.72",,,,,
Library - Oakwood  ,"£2,668.29",14590.1,"£2,555.24",15027.7,"£1,776.99",54255.13,"£1,742.14",52907.02,"£4,445.28",68845.23,"4,092.23",,,,,
Library - Otley Library and Tourist Information  ,"£10,491.44",61042.2,"£16,831.51",108334.8,"£3,277.92",72470.12,"£5,768.40",171527.82,"£13,769.36",133512.32,"16,272.00",,,,,
Library - Pudsey  ,"£5,963.54",33057.5,"£5,844.60",35357.2,"£4,610.13",141498.53,"£4,349.26",126046.16,"£10,573.67",174556.03,"9,391.25",,,,,
Library - Scholes  ,"£3,981.42",21599.7,"£4,061.33",24690.2,,,,,"£3,981.42",21599.7,"5,520.88",,,,,
Library - Wetherby  ,"£3,394.19",17753.1,"£3,667.44",21317.7,,,,,"£3,394.19",17753.1,"4,537.69",,,,,
Library - Whinmoor  ,"£3,577.63",24397.7,"£2,562.93",19216.3,,,,,"£3,577.63",24397.7,"6,236.05",,,,,
Library - Yeadon Branch  ,"£3,140.24",17082.3,"£2,853.38",16879.7,"£3,490.67",95332.62,"£4,177.40",122006.71,"£6,630.91",112414.92,"5,079.31",,,,,
Museum - Abbey House  ,"£17,737.74",113027.3,"£16,253.65",112970.6,,,,,"£17,737.74",113027.3,"28,889.78",,,,,
Museum - Armley Mills  ,"£12,416.44",77988.6,"£13,280.31",89487.5,,,,,"£12,416.44",77988.6,"19,933.89",,,,,
Museum - City Art Gallery and Central Library  ,"£107,071.09",685121.4,"£106,635.13",741483.6,,,,,"£107,071.09",685121.4,"175,117.03",,,,,
Museum - Leeds City  ,"£10,671.96",87699.6,"£33,332.03",199234.3,"£17,882.32",582952.59,"£16,941.01",553045.94,"£28,554.28",670652.19,"26,069.02",,,,,
Museum - Leeds City Museum Cafe  ,"£6,593.52",36618.6,"£6,499.73",39477.2,,,,,"£6,593.52",36618.6,"9,359.71",,,,,
Museum - Leeds Discovery Centre  ,"£45,136.13",330254.5,"£43,773.46",286932.2,"£4,398.10",150805.05,"£5,946.96",159440.83,"£49,534.23",481059.55,"85,311.49",,,,,
Museum - Lotherton Hall  ,"£11,701.35",74288.6,"£8,784.41",58414.1,,,,,"£11,701.35",74288.6,"18,988.17",,,,,
Museum - Temple Newsam House  ,"£23,201.64",152253,"£21,504.09",143120.2,"£12,444.74",421638.2,"£18,331.63",543758.82,"£35,646.38",573891.2,"41,458.08",,,,,
Museum - Thwaite Mills  ,"£19,893.58",113817.9,"£18,805.75",117034.4,,,,,"£19,893.58",113817.9,"29,091.86",,,,,
One Stop Centre - Armley Library  One Stop Centre  ,"£17,206.65",102545.6,"£20,491.40",135221.3,"£8,470.32",250327.03,"£8,927.60",255556.94,"£25,676.97",352872.63,"27,940.97",,,,,
One Stop Centre - Dewsbury Road  ,"£12,848.27",73823.7,"£12,221.82",72148.7,"£6,234.31",206844.71,"£4,555.11",134462.46,"£19,082.58",280668.41,"20,142.88",,,,,
One Stop Centre - North Seacroft  ,£0.00,0,-£175.36,0,,,,,£0.00,0,0.00,,,,,
One Stop Centre - Osmondthorpe  ,"£16,259.25",97166.4,"£16,303.00",102916.2,"£11,606.33",360410.08,"£10,572.15",327587.35,"£27,865.58",457576.48,"27,206.67",,,,,
One Stop Centre - Rothwell  ,"£1,852.55",11144.2,"£2,929.52",17316.7,£253.92,0,£881.21,0,"£2,106.47",11144.2,"2,900.33",,,,,
One Stop Centre - South Seacroft  ,"£15,182.56",96141.6,"£14,001.61",93165.4,"£5,875.79",175929.15,"£5,748.51",169503.35,"£21,058.35",272070.75,"25,774.10",,,,,
One Stop Centre - St Georges Centre  ,"£45,704.36",282700.8,"£48,623.16",315834.5,"£14,333.70",426445.04,"£14,043.97",444004.34,"£60,038.06",709145.84,"75,186.41",,,,,
One Stop Centre - Wetherby  ,"£6,937.38",38913.4,"£7,219.15",44010.2,"£5,504.68",169115.91,"£5,291.71",147338.13,"£12,442.06",208029.31,"11,070.76",,,,,
Other - 10 Raynel Approach  ,£751.43,5695.7,£27.51,208.8,,,,,£751.43,5695.7,"1,455.82",,,,,
Other - Air Pollution Cabinet - Abbey Road  ,£595.07,1536.4,£528.83,1497.5,,,,,£595.07,1536.4,392.70,,,,,
Other - Air Pollution Cabinet - Haslewood Close  ,£116.63,0,£159.36,325.5,,,,,£116.63,0,0.00,,,,,
Other - Air Pollution Cabinet - outside 12 Tilbury Terrace  ,£457.10,2407.3,£433.80,2426.1,,,,,£457.10,2407.3,615.31,,,,,
Other - Air Pollution Cabinet - Queens Court  ,£539.50,2987.9,£513.77,3041.2,,,,,£539.50,2987.9,763.71,,,,,
Other - Air Pollution Monitoring Station - adjacent 1 Woodside Terrace  ,£676.17,3858.5,£633.83,3824.6,,,,,£676.17,3858.5,986.23,,,,,
Other - Air Pollution Monitoring Station - Headingley Lane  ,"£1,321.36",8401.9,"£1,054.69",6847.8,,,,,"£1,321.36",8401.9,"2,147.53",,,,,
Other - Air Pollution Monitoring Station - New Market Street  ,"£1,680.93",9787.3,"£1,123.34",6987.7,,,,,"£1,680.93",9787.3,"2,501.63",,,,,
